questionName,inputType,active,section,group,path,label::fr,label::en,label_one::fr,label_one::en,parameters,appearance,conditional,validation,choices,help_popup,inputRange,confirm_popup,containsHtml,customPath,customChoice,defaultValue,includeNotApplicable,comments
personNoSchoolTripReasonSpecify,Custom,1,travelBehavior,,household.persons.{_activePersonId}.journeys.{_activeJourneyId}.noSchoolTripReasonSpecify,"Veuillez préciser la raison pour laquelle {{nickname}} n'a effectué aucun déplacement pour les études le {{assignedDate}}?
__(Facultatif)__",Please specify the reason why {{nickname}} made no trip for school on {{assignedDate}}?,"Veuillez préciser la raison pour laquelle vous n'avez effectué aucun déplacement pour les études le {{assignedDate}}?
__(Facultatif)__","Please specify the reason why you made no trip for school on {{assignedDate}}?
__(Optional)__",,,shouldAskForNoSchoolTripSpecifyCustomConditional,optionalValidation,,,,,True,,,,,Using custom conditional because it involves currentJourney and custom widget because of the label
buttonTravelBehaviorConfirmNextSection,NextButton,1,travelBehavior,,travelBehavior.save,Continuer,Continue,,,,,,,,,,,,,,,,
householdMadeLongDistanceTripsInLastYear,Radio,1,longDistance,,household.madeLongDistanceTripsInLastYear,"Au cours des **12 derniers mois**, est-ce que vous ou un des membres de votre ménage avez effectué au moins un déplacement, autre qu’à votre lieu habituel de travail ou d’études, qui **a franchi les limites de cette zone grise** (plus de 40 km du domicile)?","In the **last 12 months**, did you or a member of your household make any trips other than to your usual place of work or study, **beyond the limits of the grey area** (more than 40 km from home)?","Au cours des **12 derniers mois**, avez-vous effectué au moins un déplacement, autre qu’à votre lieu habituel de travail ou d’études, qui **a franchi les limites de cette zone grise** (plus de 40 km du domicile)?","In the **last 12 months**, did you make any trips other than to your usual place of work or study, **beyond the limits of the grey area** (more than 40 km from home)?",,,,,yesNoDontKnow,,,,True,,,,,
householdLongDistanceIntroMap,Custom,1,longDistance,,householdLongDistanceIntroMap,,,,,,,,,,,,,True,,,,,Custom because it is a map around the home
householdLongDistanceTripsMayAugust,Radio,1,longDistance,,household.longDistanceTripsMayAugust,À quelle fréquence vous ou un des membres de votre ménage avez-vous effectué des déplacements longue distance (plus de 40 km) de **mai à août 2026**?,How often did you or a member of your household make long-distance trips (more than 40 km) between **May and August 2026**?,À quelle fréquence avez-vous effectué des déplacements longue distance (plus de 40 km) de **mai à août 2026**?,How often did you make long-distance trips (more than 40 km) between **May and August 2026**?,,,madeLongDistanceTripsConditional,,longDistanceFrequencyChoices,,,,True,,,,,
householdLongDistanceTripsJanuaryApril,Radio,1,longDistance,,household.longDistanceTripsJanuaryApril,À quelle fréquence vous ou un des membres de votre ménage avez-vous effectué des déplacements longue distance (plus de 40 km) de **janvier à avril 2026**?,How often did you or a member of your household make long-distance trips (more than 40 km) between **January and April 2026**?,À quelle fréquence avez-vous effectué des déplacements longue distance (plus de 40 km) de **janvier à avril 2026**?,How often did you make long-distance trips (more than 40 km) between **January and April 2026**?,,,madeLongDistanceTripsConditional,,longDistanceFrequencyChoices,,,,True,,,,,
householdLongDistanceTripsSeptemberDecember,Radio,1,longDistance,,household.longDistanceTripsSeptemberDecember,À quelle fréquence vous ou un des membres de votre ménage avez-vous effectué des déplacements longue distance (plus de 40 km) de **septembre à décembre 2025**?,How often did you or a member of your household make long-distance trips (more than 40 km) between **September and December 2025**?,À quelle fréquence avez-vous effectué des déplacements longue distance (plus de 40 km) de **septembre à décembre 2025**?,How often did you make long-distance trips (more than 40 km) between **September and December 2025**?,,,madeLongDistanceTripsConditional,,longDistanceFrequencyChoices,,,,True,,,,,
wouldLikeToParticipateToLongDistanceSurvey,Radio,1,longDistance,,household.wouldLikeToParticipateToLongDistanceSurvey,Seriez-vous intéressés à **être recontactés** pour une enquête plus approfondie sur les **déplacements interurbains**?,Would you be interested in **being contacted again** for a more in-depth survey on **interurban travel**?,,,,,madeLongDistanceTripsConditional,,yesNo,,,,1,,,,,
wouldLikeToParticipateToLongDistanceSurveyContactEmail,String,1,longDistance,,household.wouldLikeToParticipateToLongDistanceSurveyContactEmail,Veuillez fournir une **adresse courriel** de contact pour participer à une enquête sur les **déplacements interurbains**,Please provide the **email address** where you can be reached to participate in a survey on **interurban travel**,,,,,wantToParticipateInLongDistanceSurveyConditional,emailValidation,,,,,True,,,,,
buttonCompleteLongDistanceSection,NextButton,1,longDistance,,buttonCompleteLongDistanceSection,Continuer,Continue,,,,,,,,,,,,,,,,
householdOwnership,Radio,1,end,,household.ownership,Est-ce que votre ménage est locataire ou propriétaire de votre logement?,Does your household rent or own your home?,,,,,,,householdOwnershipChoices,,,,,,,,,
householdIncome,Select,1,end,,household.income,"Tranche de revenu avant impôts (brut) du ménage, en 2025?
__Facultatif__","What was your household's income range before taxes (gross income), in 2025?
__Optional__",,,,,,,householdIncomeChoices,,,,1,,,,,
wouldLikeToParticipateInOtherSurveysChaireMobilite,Radio,1,end,,end.wouldLikeToParticipateInOtherSurveysChaireMobilite,Seriez-vous intéressés à **participer à d'autres études** menées par la **Chaire Mobilité de Polytechnique Montréal**?,Would you be interested in **participating in other studies** conducted by the **Chaire Mobilite at Polytechnique Montreal**?,,,,,,,yesNo,,,,1,,,,,
wouldLikeToParticipateInOtherSurveysChaireMobiliteContactEmail,String,1,end,,end.wouldLikeToParticipateInOtherSurveysChaireMobiliteContactEmail,Veuillez fournir une **adresse courriel** de contact pour participer à d'autres études de la Chaire Mobilité.,Please provide the **email address** where you can be reached to participate in other studies by the Chaire Mobilite.,,,,,wantToParticipateInOtherSurveysChaireMobiliteConditional,emailValidation,,,,,1,,,,,
householdCommentsOnSurvey,Text,1,end,,end.commentsOnSurvey,"Vos **commentaires et suggestions** sur le questionnaire
__Facultatif__","Your **comments and suggestions** about the survey
__Optional__",,,,,,optionalValidation,,,,,1,,,,,
optionalIntroText,InfoText,1,end,,end.optionalIntroText,Les **questions suivantes sont facultatives** et sont ajoutées à des fins de recherche. Vous pouvez terminer l’enquête sans y répondre.,The **next questions are optional** and are added for research purposes. You can complete the interview without answering them.,,,,,,,,,,,1,,,,,
householdPluginHybridCarNumber,RadioNumber,1,end,,household.pluginHybridCarNumber,"Parmi les véhicules possédés par votre ménage, combien sont des **véhicules hybrides rechargeables**?
__Facultatif__","Among the vehicles owned by your household, how many are **plug-in hybrid vehicles**?
__Optional__",,,"min=0
max=household.carNumber",,householdHasCars,householdHybridCarCountCustomValidation,,,,,1,,,,,
householdElectricCarNumber,RadioNumber,1,end,,household.electricCarNumber,"Parmi les véhicules possédés par votre ménage, combien sont des **véhicules électriques**?
__Facultatif__","Among the vehicles owned by your household, how many are **electric vehicles**?
__Optional__",,,"min=0
max=household.carNumber",,householdHasCars,householdElectricCarCountCustomValidation,,,,,True,,,,,
endInterestOfTheSurvey,Range,1,end,,end.interestOfTheSurvey,"Dans quelle mesure cette enquête a-t-elle été **intéressante** pour vous?
__Facultatif__","How **interesting** was this survey to you?
__Optional__",,,,,,rangeOptionalOrValidCustomValidation,,,sliderNotAtAllToVeryInteresting,,True,,,,,
endTimeSpentAnswering,Number,1,end,,end.timeSpentAnswering,"Combien de **temps** pensez-vous avoir passé **à répondre** à cette enquête (**en minutes**)?
__Facultatif__","How much **time** do you think you **spent answering** this survey (**in minutes**)?
__Optional__",,,,,,optionalValidation,,,,,True,,,,,
endDurationOfTheSurvey,Range,1,end,,end.durationOfTheSurvey,"Pensez-vous que la **durée de l'enquête était trop courte, correcte ou trop longue**?
__Facultatif__","Do you feel that the **length of the survey was too short, about right, or too long**?
__Optional__",,,,,,rangeOptionalOrValidCustomValidation,,,sliderTooShortToTooLong,,True,,,,,
endDifficultyOfTheSurvey,Range,1,end,,end.difficultyOfTheSurvey,"Dans quelle mesure vous a-t-il été **facile** ou **difficile** de répondre aux questions de cette enquête?
__Facultatif__","How **easy** or **difficult** was it for you to answer the questions in this survey?
__Optional__",,,,,,rangeOptionalOrValidCustomValidation,,,sliderVeryEasyToVeryDifficult,,1,,,,,
endBurdenOfTheSurvey,Range,1,end,,end.burdenOfTheSurvey,"Dans quelle mesure avez-vous trouvé cette enquête **pénible (exigeante)**?
__Facultatif__","How **burdensome (demanding)** did you find this survey to be?
__Optional__",,,,,,rangeOptionalOrValidCustomValidation,,,sliderNotAtAllToVeryBurdensome,,1,,,,,
endConsideredAbandoningSurvey,Radio,1,end,,end.consideredAbandoningSurvey,"Avez-vous pensé, à un moment ou un autre, **abandonner l'enquête**?
__Facultatif__","Have you considered, at any point, **abandoning the survey**?
__Optional__",,,,,,optionalValidation,yesNoDontKnow,,,,True,,,,,
buttonCompleteInterviewWithCompleteSection,NextButton,1,end,,buttonCompleteInterviewWithCompleteSection,Terminer l’entrevue,Complete the interview,,,,,,,,,,,,,,,,
completedText,InfoText,1,completed,,completedText,"**Merci pour votre participation!**

Nous vous remercions d'avoir pris le temps de remplir cette enquête. Vos réponses ont été enregistrées avec succès. Vous pouvez modifier vos réponses en cliquant sur les sections dans le menu ci-dessus.","**Thank you for your participation!**

We thank you for taking the time to fill out this survey. Your answers have been recorded. You can edit your answers by clicking on any of the sections in the menu at the top of the page.",,,,,,,,,,,True,,,,,
